Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,Rural?,RUCA,FORHP Rural/Urban,CSBA Rural/Urban,FIPS,Sale-leaseback,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,Phone
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,,,N,PA,532 WEST PITTSBURGH STREET,GREENSBURG,15601,WESTMORELAND,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,4,,1,Urban,Metro,42129,,283,,335,375,231,Yes,(724) 832-4000
EXCELSIOR SPRINGS HOSPITAL,261322,,,N,MO,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,64024,CLAY,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,2,Urban,Metro,29047,,25,,25,25,,Yes,(816) 630-6081
EXETER HOSPITAL INC,300023,,,N,NH,5 ALUMNI DRIVE,EXETER,3833,ROCKINGHAM,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,MDH/RRC,4,1,1,Urban,Metro,33015,,99,,100,100,90,Yes,(603) 778-7311
F F THOMPSON HOSPITAL,330074,,,N,NY,350 PARRISH STREET,CANANDAIGUA,14424,ONTARIO,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,3,,1,Urban,Metro,36069,,58,,113,113,62,Yes,(585) 396-6000
F W HUSTON MEDICAL CENTER,171314,,,N,KS,408 DELAWARE STREET,WINCHESTER,66097,JEFFERSON,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,PPS,Not Available,1,10,Rural,Metro,20087,,25,,25,25,42,Yes,(913) 774-4340
FAIRBANKS MEMORIAL HOSPITAL,020012,,,N,AK,1650 COWLES STREET,FAIRBANKS,99701,FAIRBANKS NORTH STAR,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH/RRC,3,1,1,Urban,Metro,2090,,122,,162,162,120,Yes,(907) 452-8181
FAIRCHILD MEDICAL CENTER,051316,,,N,CA,444 BRUCE STREET,YREKA,96097,SISKIYOU,,,Voluntary non-profit - Other,Critical Access Hospitals,West ,CAH,1,1,7,Rural,Neither,6093,,25,,25,28,,Yes,(530) 842-4121
FAIRFAX COMMUNITY HOSPITAL,371318,,,N,OK,40 HOSPITAL ROAD,FAIRFAX,74637,OSAGE,,,Voluntary non-profit - Other,Critical Access Hospitals,South ,CAH,Not Available,1,5,Rural,Metro,40113,,15,,15,15,,Yes,(918) 642-3291
FAIRFIELD MEDICAL CENTER,360072,,,N,OH,401 NORTH EWING STREET,LANCASTER,43130,FAIRFIELD,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,3,1,4,Rural,Metro,39045,,200,,250,250,183,Yes,(740) 687-8489
FAIRFIELD MEMORIAL HOSPITAL 1,141311,,,N,IL,303 N W 11TH STREET,FAIRFIELD,62837,WAYNE,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,3,1,7,Rural,Neither,17191,,25,,15,15,,Yes,(618) 842-2611
"FAIRLAWN REHAB HOSP, AN AFFILIATE OF ENCOMPASS HLT",223029,Encompass Health,,N,MA,189 MAY STREET,WORCESTER,1602,,,,Proprietary,Rehabilitation hospital,Northeast ,,,,1,Urban,Metro,25027,,,110,110,110,,,(508) 791-6351
FAIRMONT REGIONAL MEDICAL CENTER,510047,,,N,WV,1325 LOCUST AVENUE,FAIRMONT,26554,MARION,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,,,,,,,,,,,,,,Yes,
FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,394027,Universal Health Services,,N,PA,561 FAIRTHORNE AVENUE,PHILADELPHIA,19128,PHILADELPHIA,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,42101,,,172,239,239,,No,(215) 487-4000
FAIRVIEW HOSPITAL,360077,,,N,OH,18101 LORAIN AVENUE,CLEVELAND,44111,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,,1,Urban,Metro,39035,,466,,468,468,429,Yes,(216) 476-7000
FAIRVIEW HOSPITAL,221302,,,N,MA,29 LEWIS AVENUE,GREAT BARRINGTON,1230,BERKSHIRE,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,5,1,7,Rural,Metro,25003,,24,,25,25,,Yes,(413) 528-0790
FAIRVIEW LAKES MEDICAL CENTER,240050,,,N,MN,5200 FAIRVIEW BOULEVARD,WYOMING,55092,CHISAGO,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,1,2,Rural,Metro,27025,,55,,61,61,51,Yes,(763) 389-6481
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,240141,,,N,MN,911 NORTHLAND DR,PRINCETON,55371,MILLE LACS,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,PPS,4,1,2,Rural,Metro,27141,,34,,54,54,37,Yes,(763) 389-6481
FAIRVIEW PARK HOSPITAL,110125,HCA Healthcare,,N,GA,200 INDUSTRIAL BOULEVARD,DUBLIN,31021,LAURENS,,,Proprietary,Acute Care Hospitals,South ,RRC,5,1,4,Rural,Micro,13175,,123,,190,190,138,Yes,(478) 274-3100
FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,371329,,,N,OK,523 EAST STATE ROAD,FAIRVIEW,73737,MAJOR,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,40093,,25,,25,25,,Yes,(580) 227-3721
FAIRVIEW RIDGES HOSPITAL,240207,,,N,MN,201 EAST NICOLLET BOULEVARD,BURNSVILLE,55337,DAKOTA,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,27037,,171,,150,150,167,Yes,(952) 892-2101
FAIRVIEW SOUTHDALE HOSPITAL,240078,,,N,MN,6401 FRANCE AVENUE SOUTH,EDINA,55435,HENNEPIN,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,27053,,336,,390,390,329,Yes,(952) 892-2101
FAITH COMMUNITY HOSPITAL,450241,,,N,TX,215 CHISHOLM TRAIL,JACKSBORO,76458,JACK,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,Not Available,1,7,Rural,Neither,48237,,13,,41,41,15,Yes,(940) 567-6633
FAITH REGIONAL HEALTH SERVICES,280125,,,N,NE,2700 WEST NORFOLK AVE,NORFOLK,68701,MADISON,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,SCH,4,1,4,Rural,Micro,31119,,122,,133,133,117,Yes,(402) 371-4880
FALL RIVER HOSPITAL - CAH,431322,,,N,SD,1201 HIGHWAY 71 SOUTH,HOT SPRINGS,57747,FALL RIVER,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,8,Rural,Neither,46047,,25,,25,25,,Yes,(605) 745-8910
FALLON MEDICAL COMPLEX HOSPITAL,271301,,,N,MT,202 S 4TH ST W,BAKER,59313,FALLON,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,30025,,25,,25,25,,Yes,(406) 778-3331
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,,,N,TX,322 COLEMAN STREET,MARLIN,76661,FALLS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH,Not Available,1,7,Rural,Metro,48145,,36,,44,44,35,Yes,(254) 803-3561
FALMOUTH HOSPITAL,220135,,,N,MA,67 & 100 TER HEUN DRIVE,FALMOUTH,2540,BARNSTABLE,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,4,,1,Urban,Metro,25001,,81,,95,95,88,Yes,(508) 548-5300
FAULKTON AREA MEDICAL CENTER,431301,,,N,SD,1300 OAK STREET  POST OFFICE BOX 100,FAULKTON,57438,FAULK,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,PPS,Not Available,1,10,Rural,Neither,46049,,12,,12,12,12,Yes,(605) 598-6262
FAWCETT MEMORIAL HOSPITAL,100236,HCA Healthcare,,N,FL,21298 OLEAN BLVD,PORT CHARLOTTE,33952,CHARLOTTE,,,Proprietary,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,12015,,233,,233,233,207,Yes,(941) 629-1181
FAXTON-ST LUKE'S HEALTHCARE,330044,,,N,NY,1656 CHAMPLIN AVENUE,NEW HARTFD,13413,ONEIDA,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,1,,1,Urban,Metro,36065,,264,,372,372,219,Yes,(315) 798-6000
FAYETTE COUNTY HOSPITAL,141346,,,N,IL,7TH AND TAYLOR,VANDALIA,62471,FAYETTE,,,Voluntary non-profit - Other,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,17051,,25,,25,25,,Yes,(618) 283-1231
FAYETTE MEDICAL CENTER,010045,,,N,AL,1653 TEMPLE AVENUE NORTH,FAYETTE,35555,FAYETTE,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,MDH,3,1,7,Rural,Neither,1057,,45,,61,61,40,Yes,(205) 932-5966
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,141324,,,N,IL,1201 PINE STREET,ELDORADO,62930,SALINE,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,17165,,25,,25,25,,Yes,(618) 273-3361
FERRY COUNTY MEMORIAL HOSPITAL,501322,,,N,WA,36 KLONDIKE ROAD,REPUBLIC,99166,FERRY,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,53019,,25,,25,25,,Yes,(509) 775-3333
FHN MEMORIAL HOSPITAL,140160,,,N,IL,1045 WEST STEPHENSON STREET,FREEPORT,61032,STEPHENSON,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,MDH/RRC,3,1,4,Rural,Micro,17177,,100,,203,203,87,Yes,(815) 599-6000
FIELD HEALTH SYSTEM,251309,,,N,MS,178 HIGHWAY 24,CENTREVILLE,39631,WILKINSON,,,Government - Local,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,28157,,16,,25,25,,Yes,(601) 890-0500
FILLMORE COMMUNITY HOSPITAL,461301,,,N,UT,674 SOUTH HIGHWAY 99,FILLMORE,84631,MILLARD,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,49027,,7,,19,19,,No,(435) 743-5591
FILLMORE COUNTY HOSPITAL,281301,,,N,NE,"P O BOX 193, 1900 F STREET",GENEVA,68361,FILLMORE,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,31059,,20,,25,25,,Yes,(402) 759-3167
FINLEY HOSPITAL,160117,,,N,IA,350 NORTH GRANDVIEW AVENUE,DUBUQUE,52001,DUBUQUE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,,1,Urban,Metro,19061,,87,,158,158,81,Yes,(563) 582-1881
FIRELANDS REGIONAL MEDICAL CENTER,360025,,,N,OH,1111 HAYES AVENUE,SANDUSKY,44870,ERIE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,4,Rural,Micro,39043,,178,,400,400,165,Yes,(419) 557-7400
FIRST CARE HEALTH CENTER,351326,,,N,ND,115 VIVIAN ST,PARK RIVER,58270,WALSH,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,38099,,14,,14,14,,Yes,(701) 284-7500
FIRST HOSPITAL OF WYOMING VALLEY,394039,Community Health Systems,,N,PA,562 WYOMING AVENUE,KINGSTON,18704,LUZERNE,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,42079,,,149,149,149,,No,(570) 552-3900
FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,341303,,,N,NC,520 ALLEN STREET,TROY,27371,MONTGOMERY,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Neither,37123,,3,,25,25,,Yes,(910) 572-1301
FIRSTHEALTH MOORE REGIONAL HOSPITAL,340115,,,N,NC,155 MEMORIAL DRIVE,PINEHURST,28374,MOORE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,4,1,5,Rural,Micro,37125,,412,,395,395,389,Yes,(910) 715-1000
FISHER COUNTY HOSPITAL DISTRICT,451313,,,N,TX,774 STATE HIGHWAY 70 N,ROTAN,79546,FISHER,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,1,10,Rural,Neither,48151,,12,,14,14,,Yes,(325) 735-2256
FISHER-TITUS HOSPITAL,360065,,,N,OH,272 BENEDICT AVENUE,NORWALK,44857,HURON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,MDH/RRC,4,1,4,Rural,Micro,39077,,78,,112,112,70,Yes,(419) 668-8101
FISHERMEN'S COMMUNITY HOSPITAL,101312,,,N,FL,3301 OVERSEAS HWY,MARATHON,33050,MONROE,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Micro,12087,,4,,8,8,,Yes,(305) 434-1000
FITZGIBBON HOSPITAL,260142,,,N,MO,2305 S 65 HIGHWAY,MARSHALL,65340,SALINE,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,SCH,3,1,5,Rural,Micro,29195,,42,,60,60,39,Yes,(660) 886-7431
FIVE RIVERS MEDICAL CENTER,040047,,,N,AR,2801 MEDICAL CENTER DRIVE,POCAHONTAS,72455,RANDOLPH,,,Government - Local,Acute Care Hospitals,South ,SCH,2,1,7,Rural,Neither,5121,,32,,50,50,29,Yes,(870) 892-6000
FLAGET MEMORIAL HOSPITAL,180025,,,N,KY,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,40004,NELSON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,5,1,4,Rural,Micro,21179,,40,,40,40,37,Yes,(502) 350-5000
FLAGLER HOSPITAL,100090,,,N,FL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,32086,ST. JOHNS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH,3,1,1,Urban,Metro,12109,,335,,335,335,324,Yes,(904) 819-4400
FLAGSTAFF MEDICAL CENTER,030023,,,N,AZ,1200 NORTH BEAVER STREET,FLAGSTAFF,86001,COCONINO,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH/RRC,3,1,1,Urban,Metro,4005,,242,,264,264,223,Yes,(928) 779-3366
FLINT RIVER COMMUNITY HOSPITAL,110190,,,N,GA,"509 SUMTER STREET, BOX 770",MONTEZUMA,31063,DOOLY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,1,2,Rural,Neither,13193,,22,,49,49,22,No,(478) 472-3100
FLORIDA STATE HOSPITAL UNIT 14 PSYCH,104000,,,N,FL,100 N MAIN ST,CHATTAHOOCHEE,32324,,,,,Psychiatric,South ,,,,2,Urban,Metro,12039,,,,34,949,,,(850) 663-7536
FLORIDA STATE HOSPITAL UNIT 31 MED,100298,,,N,FL,100 N MAIN ST,CHATTAHOOCHEE,32324,GADSDEN,,,Government - State,Acute Care Hospitals,South ,PPS,Not Available,,2,Urban,Metro,12039,,24,,24,24,24,No,(850) 663-7536
FLOWERS HOSPITAL,010055,Community Health Systems,,N,AL,4370 WEST MAIN STREET,DOTHAN,36305,HOUSTON,,,Proprietary,Acute Care Hospitals,South ,RRC,2,1,1,Urban,Metro,1069,,235,,235,235,230,Yes,(334) 793-5000
FLOYD CHEROKEE MEDICAL CENTER,010022,,,N,AL,400 NORTHWOOD DR,CENTRE,35960,CHEROKEE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,1,3,Rural,Neither,1019,,45,,60,60,40,Yes,(256) 927-5531
FLOYD COUNTY MEDICAL CENTER,161347,,,N,IA,800 11TH ST,CHARLES CITY,50616,FLOYD,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,8,Rural,Neither,19067,,25,,25,25,,Yes,(641) 228-6830
FLOYD MEDICAL CENTER,110054,,,N,GA,304 TURNER MCCALL BLVD P O BOX 233,ROME,30162,FLOYD,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,RRC,3,1,1,Urban,Metro,13115,,224,,284,284,182,Yes,(706) 509-6900
FLOYD VALLEY HEALTHCARE,161368,,,N,IA,714 LINCOLN ST NE,LE MARS,51031,PLYMOUTH,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,19149,,25,,25,25,,Yes,(712) 546-7871
FLUSHING HOSPITAL MEDICAL CENTER,330193,,,N,NY,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,11355,QUEENS,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,1,1,1,Urban,Metro,36081,,247,,293,293,250,Yes,(718) 670-5000
FOND DU LAC COUNTY ACUTE PSYCH UNIT,524025,,,N,WI,459 E FIRST ST,FOND DU LAC,54935,FOND DU LAC,,,Voluntary non-profit - Other,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,55039,,,25,25,25,,Yes,(920) 929-3500
FOOTHILL REGIONAL MEDICAL CENTER,050780,Prospect Medical Holdings,formerly Leonard Green & Partners,N,CA,14662 NEWPORT AVE,TUSTIN,92780,ORANGE,,,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,6059,MPT,135,,135,135,130,No,(714) 619-7700
FOOTHILLS HOSPITAL,060027,,,N,CO,4747 ARAPAHOE AVE,BOULDER,80303,BOULDER,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,5,,1,Urban,Metro,8013,,139,,211,211,133,Yes,(303) 415-7440
FORBES HOSPITAL,390267,,,N,PA,2570 HAYMAKER ROAD,MONROEVILLE,15146,ALLEGHENY,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,3,,1,Urban,Metro,42003,,234,,321,349,225,Yes,(412) 858-2000
FOREST HEALTH MEDICAL CENTER,230144,,,N,MI,135 S PROSPECT ST,YPSILANTI,48198,WASHTENAW,,,Government - Hospital District or Authority,Acute Care Hospitals,Midwest ,PPS,Not Available,,1,Urban,Metro,26161,,24,,148,148,24,No,(734) 547-4700
FOREST VIEW PSYCHIATRIC HOSPITAL,234030,Universal Health Services,,N,MI,1055 MEDICAL PARK SE,GRAND RAPIDS,49546,KENT,,,Proprietary,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,26081,,,108,62,62,,No,(800) 949-8439
FORKS COMMUNITY HOSPITAL,501325,,,N,WA,530 BOGACHIEL WAY,FORKS,98331,CLALLAM,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,1,7,Rural,Micro,53009,,17,,15,45,,Yes,(360) 374-6271
FORREST GENERAL HOSPITAL,250078,,,N,MS,6051 US HIGHWAY 49,HATTIESBURG,39404,FORREST,,,Government - Local,Acute Care Hospitals,South ,RRC,1,1,1,Urban,Metro,28035,,438,,537,537,406,Yes,(601) 288-7000
Fort Belvoir Community Hospital,49001F,,,N,VA,9300 DeWitt Loop,Fort Belvoir,22060,FAIRFAX,,,Department of Defense,Acute Care - Department of Defense,South ,,Not Available,,,,,,,,,,,,Yes,
FORT DEFIANCE INDIAN HOSPITAL,030071,,,N,AZ,PO BOX 649,FORT DEFIANCE,86504,APACHE,,,Government - Federal,Acute Care Hospitals,West ,IHS,2,1,8,Rural,Neither,4001,,56,,70,70,55,Yes,(928) 729-8000
FORT DUNCAN MEDICAL CENTER,450092,Universal Health Services,,N,TX,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,78852,MAVERICK,,,Proprietary,Acute Care Hospitals,South ,SCH,4,1,4,Rural,Micro,48323,,86,,61,101,84,Yes,(830) 773-5321
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,360132,,,N,OH,630 EATON AVENUE,HAMILTON,45013,BUTLER,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,39017,,158,,138,138,136,Yes,(513) 867-2000
FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,104026,Universal Health Services,,N,FL,5757 N DIXIE HWY,OAKLAND PARK,33334,BROWARD,,,Proprietary,Psychiatric,South ,,Not Available,,1,Urban,Metro,12011,,,182,100,100,,No,(954) 734-2000
FORT LOUDON MEDICAL CENTER,440110,,,N,TN,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,37772,LOUDON,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,MDH,3,1,1,Urban,Metro,47105,,30,,50,50,26,Yes,(865) 271-6000
FORT MADISON COMMUNITY HOSPITAL,160122,Great River Health,,N,IA,5445 AVE O,FORT MADISON,52627,,,,,,Midwest ,PPS,,1,4,Rural,Micro,19111,,50,,50,50,48,,(319) 372-6530
FORT MEMORIAL HOSPITAL,520071,,,N,WI,611 SHERMAN AVE E,FORT ATKINSON,53538,JEFFERSON,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,1,4,Rural,Micro,55055,,49,,82,82,46,Yes,(920) 568-5000
FORT SANDERS REGIONAL MEDICAL CENTER,440125,,,N,TN,1901 W CLINCH AVE,KNOXVILLE,37916,KNOX,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,3,1,1,Urban,Metro,47093,,285,,517,517,293,Yes,(865) 541-1101
FORT WALTON BEACH MEDICAL CENTER,100223,HCA Healthcare,,N,FL,1000 MAR-WALT DR,FORT WALTON BEACH,32547,OKALOOSA,,,Proprietary,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,12091,,189,,267,267,175,Yes,(850) 862-1111
FOSTORIA COMMUNITY HOSPITAL,361318,,,N,OH,501 VAN BUREN STREET,FOSTORIA,44830,SENECA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,4,1,4,Rural,Micro,39063,,19,,15,15,,Yes,(419) 435-7734
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,670054,HCA Healthcare,,N,TX,9522 HUEBNER ROAD,SAN ANTONIO,78240,BEXAR,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,48029,,20,,20,20,20,Yes,(210) 478-5400
FOUNDATIONS BEHAVIORAL HEALTH,394038,,,N,PA,833 EAST BUTLER AVE,DOYLESTOWN,18901,BUCKS,,,Voluntary non-profit - Private,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,42017,,,,54,54,,No,(215) 345-0444
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,050570,Tenet Healthcare,,N,CA,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,ORANGE,,,Proprietary,Acute Care Hospitals,West ,PPS,2,,1,Urban,Metro,6059,,400,,389,405,401,Yes,(714) 966-7200
FOUR COUNTY COUNSELING CENTER,154035,,,N,IN,1015 MICHIGAN AVE,LOGANSPORT,46947,CASS,,,Voluntary non-profit - Private,Psychiatric,Midwest ,,Not Available,1,4,Rural,Micro,18017,,,16,15,15,,No,(574) 722-5151
FOUR WINDS,334002,,,N,NY,800 CROSS RIVER RD,KATONAH,10536,WESTCHESTER,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,36119,,,175,175,175,,No,(914) 763-8151
FOUR WINDS OF SARATOGA,334049,,,N,NY,30 CRESCENT AVE,SARATOGA SPRINGS,12866,SARATOGA,,,Proprietary,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,36091,,,88,83,83,,Yes,(518) 584-3600
FRANCES MAHON DEACONESS HOSPITAL,271316,,,N,MT,621 3RD ST S,GLASGOW,59230,VALLEY,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,7,Rural,Neither,30105,,25,,25,25,,Yes,(406) 228-3500
"FRANCISCAN BEACON HOSPITAL, LLC",150191,,,N,IN,1010 W SR 2,LA PORTE,46350,LA PORTE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,,Not Available,,,,,,,,,,,,Yes,
FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,223300,,,N,MA,30 WARREN STREET,BRIGHTON,2135,SUFFOLK,,,Voluntary non-profit - Private,Childrens,Northeast ,,Not Available,,1,Urban,Metro,25025,,,112,112,112,,No,(617) 254-3800
FRANCISCAN HEALTH CRAWFORDSVILLE,150022,,,N,IN,1710 LAFAYETTE RD,CRAWFORDSVILLE,47933,MONTGOMERY,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,MDH,4,1,4,Rural,Micro,18107,,29,,103,103,26,Yes,(765) 362-2800
FRANCISCAN HEALTH CROWN POINT,150126,,,N,IN,1201 S MAIN ST,CROWN POINT,46307,LAKE,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,PPS,3,,1,Urban,Metro,18089,,192,,208,208,213,Yes,(219) 757-6100
FRANCISCAN HEALTH DYER,150090,,,N,IN,24 JOLIET ST,DYER,46311,LAKE,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,MDH/RRC,1,1,1,Urban,Metro,18089,,104,,198,198,112,Yes,(219) 865-2141
FRANCISCAN HEALTH HAMMOND,150004,,,N,IN,5454 HOHMAN AVE,HAMMOND,46320,LAKE,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,PPS,1,,1,Urban,Metro,18089,,180,,215,215,161,Yes,(219) 932-2300
FRANCISCAN HEALTH INDIANAPOLIS,150162,,,N,IN,8111 S EMERSON AVE,INDIANAPOLIS,46237,MARION,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,18097,,499,,385,385,410,Yes,(317) 528-5000
FRANCISCAN HEALTH LAFAYETTE,150109,,,N,IN,1701 S CREASY LN,LAFAYETTE,47905,TIPPECANOE,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,18157,,184,,186,186,186,Yes,(765) 502-4334
FRANCISCAN HEALTH MICHIGAN CITY,150015,,,N,IN,301 WEST HOMER,MICHIGAN CITY,46360,LA PORTE,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,RRC,2,1,1,Urban,Metro,18091,,99,,310,310,89,Yes,(219) 879-8511
FRANCISCAN HEALTH MOORESVILLE,150057,,,N,IN,1201 HADLEY RD,MOORESVILLE,46158,MORGAN,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,PPS,5,,1,Urban,Metro,18109,,99,,82,82,80,Yes,(317) 831-1160
FRANCISCAN HEALTH MUNSTER,150165,,,N,IN,701 SUPERIOR AVE,MUNSTER,46321,LAKE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,2,,1,Urban,Metro,18089,,63,,63,63,57,Yes,(219) 922-4200
FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,140172,,,N,IL,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,60461,COOK,,,Voluntary non-profit - Church,Acute Care Hospitals,Midwest ,RRC,1,1,1,Urban,Metro,17031,,192,,300,300,167,Yes,(708) 747-4000
"FRANCISCAN HEALTH RENSSELAER, INC",151324,,,N,IN,1104 E GRACE ST,RENSSELAER,47978,JASPER,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,3,1,7,Rural,Metro,18073,,25,,25,46,,Yes,(219) 866-5141
